Id,Prediction
17415,5316636.85
17416,4566031.4
17417,2768301.26
17418,4833580.15
17419,6398854.47
17420,4450213.82
17421,4978379.77
17422,4537711.78
17423,5011163.59
17424,3741839.34
17425,3919144.68
17426,2109729.96
17427,3463784.19
17428,4511637.77
17429,3766210.24
17430,5808489.93
17431,3264545.36
17432,5510653.72
17433,4182584.16
17434,4363602.81
17435,7157318.55
17436,3846319.28
17437,5077068.13
17438,5016590.73
17439,4101760.42
17440,3448399.97
17441,4632205.12
17442,4569132.79
17443,5556123.79
17444,4094403.55
17445,4943495.01
17446,5321215.88
17447,7769065.88
17448,4370684.71
17449,3991405.91
17450,5808541.57
17451,3855725.37
17452,3950401.77
17453,4048790.18
17454,5841080.15
17455,4266914.32
17456,4789875.53
17457,4293002.54
17458,4748953.5
17459,4757843.88
17460,5648955.87
17461,7125639.98
17462,4967305.87
17463,4490943.09
17464,4080324.99
17465,3109081.14
17466,10511199.34
17467,8248695.61
17468,4741139.57
17469,4272882.58
17470,4171524.84
17471,3296657.13
17472,4256015.56
17473,6463215.49
17474,4112214.05
17475,5871419.36
17476,8044809.9
17477,4468340.01
17478,4217877.02
17479,5942970.45
17480,4609372.86
17481,4508830.1
17482,4995754.26
17483,5442159.42
17484,4879959.51
17485,1994024.35
17486,3704846.29
17487,5038602.17
17488,3926358.33
17489,4349709.95
17490,6252292.71
17491,4002213.26
17492,3109081.14
17493,4337589.83
17494,3844164.34
17495,5129199.46
17496,4178973.18
17497,4026846.15
17498,3622576.83
17499,4413587.38
17500,4043817.98
17501,4941471.28
17502,3832670.67
17503,6174964.27
17504,5651619.92
17505,3612258.48
17506,4066238.23
17507,5747420.51
17508,3436215.11
17509,4162301.45
17510,3825504.33
17511,7410006.63
17512,5892706.5
17513,4798758.7
17514,5158260.53
17515,4069098.77
17516,4703739.6
17517,4474769.69
17518,4107153.88
17519,4134763.46
17520,5512546.28
17521,6803054.22
17522,5789493.04
17523,3088874.07
17524,5766215.1
17525,3349569.39
17526,3578216.02
17527,5040887.88
17528,5094536.66
17529,2853991.77
17530,3807666.83
17531,4463949.79
17532,3686415.9
17533,5056354.69
17534,5342269.94
17535,6165471.97
17536,4038791.45
17537,5577465.36
17538,4603719.12
17539,4550790.08
17540,4263449.71
17541,5245877.05
17542,4146988.17
17543,5437709.52
17544,7825908.32
17545,7512633.38
17546,3416165.8
17547,2926799.96
17548,6766705.92
17549,4385685.97
17550,4472352.6
17551,3951130.53
17552,5094857.51
17553,5080310.09
17554,3738829.11
17555,7436576.67
17556,5207399.46
17557,4714357.62
17558,4972883.79
17559,5899405.08
17560,4591747.76
17561,4319478.66
17562,2109245.05
17563,3893599.4
17564,4226987.81
17565,6520225.7
17566,8201132.8
17567,4482366.98
17568,8210754.17
17569,12902670.09
17570,4599137.8
17571,4707720.86
17572,4052265.81
17573,4170125.58
17574,7443840.79
17575,3806527.16
17576,3369840.96
17577,4472769.63
17578,5296863.13
17579,2104783.39
17580,5923890.4
17581,5668743.57
17582,3029828.09
17583,5464768.54
17584,4578424.82
17585,4440842.25
17586,4677423.04
17587,5064994.55
17588,7777128.86
17589,4883975.42
17590,4746072.33
17591,4692002.86
17592,10203091.24
17593,4301704.04
17594,3305690.23
17595,4661005.46
17596,4626102.82
17597,5171378.7
17598,4340081.26
17599,3247079.93
17600,9348933.54
17601,3757071.92
17602,5323569.79
17603,7778225.69
17604,4291070.43
17605,4425146.98
17606,3674317.55
17607,2486264.82
17608,5831121.65
17609,5770356.9
17610,5423620.71
17611,4859438.1
17612,3906716.76
17613,5186009.09
17614,6906064.34
17615,4343763.34
17616,3929901.22
17617,4235299.46
17618,4233818.8
17619,4946155.82
17620,5237042.75
17621,5521267.06
17622,4306975.08
17623,6201343.88
17624,3518845.01
17625,4416508.06
17626,3231671.75
17627,4830003.68
17628,5900061.05
17629,4364177.45
17630,5043660.47
17631,5467174.99
17632,6521776.97
17633,4506935.77
17634,4716166.4
17635,4008869.99
17636,6363430.72
17637,3947021.8
17638,4670215.34
17639,3561979.61
17640,5543290.11
17641,3403478.47
17642,4958088.29
17643,4174501.14
17644,3380782.7
17645,4911395.57
17646,6023903.09
17647,6459068.83
17648,5923858.45
17649,4810955.82
17650,5586227.11
17651,5614481.46
17652,2005085.78
17653,5475528.41
17654,4584947.26
17655,4969238.1
17656,4040284.47
17657,4837626.56
17658,4682466.35
17659,5689640.76
17660,5528956.2
17661,4544318.65
17662,4569061.45
17663,5177197.55
17664,3636683.25
17665,4368368.22
17666,4171951.13
17667,6741923.62
17668,3833460.87
17669,2495164.32
17670,5374881.65
17671,4469888.53
17672,5204250.58
17673,5069115.09
17674,9350554.83
17675,4837963.79
17676,4440701.08
17677,5667585.9
17678,3719584.6
17679,5063980.25
17680,4055163.58
17681,3510107.86
17682,4566514.26
17683,8413252.92
17684,5914535.65
17685,2769089.43
17686,3485603.32
17687,3017255.45
17688,4361779.19
17689,7914876.55
17690,4747401.69
17691,4774762.06
17692,5117525.6
17693,4471084.09
17694,5526612.84
17695,4476406.53
17696,4438557.59
17697,4924522.94
17698,8522271.58
17699,4867411.5
17700,3654262.3
17701,4676361.01
17702,4504788.89
17703,4960975.57
17704,5596754.95
17705,3095969.87
17706,6696910.24
17707,4901681.91
17708,5043896.66
17709,4754812.12
17710,4642707.97
17711,4487087.91
17712,10974803.56
17713,4853626.59
17714,4062337.92
17715,4897137.83
17716,4494157.48
17717,5635740.95
17718,4757508.88
17719,6047974.64
17720,3891859.6
17721,6582282.73
17722,4187877.48
17723,5097579.98
17724,5064523.85
17725,5555249.96
17726,3539734.96
17727,3477928.08
17728,3568793.06
17729,6156608.44
17730,7514235.93
17731,4330220.35
17732,6656506.06
17733,5522938.65
17734,3028228.02
17735,4386328.31
17736,4566218.86
17737,4901317.41
17738,5345689.13
17739,4805845.5
17740,3345962.7
17741,3957043.42
17742,5222688.68
17743,4799089.47
17744,4359747.17
17745,5311742.27
17746,4480971.86
17747,3673979.36
17748,7041662.06
17749,3753972.19
17750,4883915.72
17751,4748566.86
17752,4542675.29
17753,6181985.81
17754,5280727.13
17755,4262456.7
17756,3247268.57
17757,5332210.86
17758,4447421.13
17759,5341319.97
17760,4325272.5
17761,4816384.03
17762,5210027.7
17763,4174807.56
17764,4026362.5
17765,3207165.69
17766,3449150.78
17767,4726398.51
17768,6031661.85
17769,4995552.68
17770,3342358.88
17771,4282537.72
17772,4236379.28
17773,5018328.99
17774,9213628.96
17775,6001682.75
17776,4278034.51
17777,9880466.59
17778,4548328.78
17779,5673794.1
17780,5180193.84
17781,3068564.98
17782,5343117.62
17783,6323098.41
17784,5293533.7
17785,3464103.43
17786,4382334.92
17787,5207147.04
17788,4537660.32
17789,3481575.8
17790,3743351.49
17791,5162587.98
17792,2606956.43
17793,6188691.93
17794,3513754.57
17795,6554626.3
17796,2477546.55
17797,6154871.58
17798,2691170.68
17799,3203929.35
17800,4790101.12
17801,4645861.42
17802,4070225.24
17803,3257557.86
17804,3351294.39
17805,4831679.15
17806,4981299.0
17807,5801332.13
17808,8474680.52
17809,4288429.29
17810,2652882.59
17811,4269924.97
17812,3476844.3
17813,5054762.69
17814,8341485.44
17815,2684292.82
17816,4929976.45
17817,5462993.68
17818,5271040.17
17819,3319202.46
17820,4751299.17
17821,4435639.6
17822,4493458.84
17823,3768124.03
17824,4939265.17
17825,4758895.38
17826,4286658.36
17827,4542291.95
17828,6257319.16
17829,5562656.18
17830,8889805.51
17831,4426099.52
17832,5241800.18
17833,2380325.31
17834,5823872.15
17835,3265960.86
17836,2200873.66
17837,5217316.95
17838,3618417.13
17839,5326304.83
17840,2466063.28
17841,4014508.25
17842,5758046.31
17843,3728850.65
17844,9194191.16
17845,8990909.21
17846,5347789.7
17847,3795898.73
17848,6614973.97
17849,5289390.96
17850,4124672.72
17851,2562913.03
17852,4208788.84
17853,4649125.09
17854,4987479.78
17855,4635968.22
17856,4598351.11
17857,5405892.15
17858,6443098.95
17859,3085430.36
17860,7774615.21
17861,3214345.69
17862,4769193.87
17863,10200274.66
17864,5255592.46
17865,3893832.53
17866,4343540.76
17867,6980289.47
17868,3619853.74
17869,6220235.54
17870,3590148.19
17871,7005980.37
17872,3956720.92
17873,3686495.28
17874,4573974.81
17875,7063832.02
17876,7794392.12
17877,6856517.97
17878,4822859.79
17879,2066012.06
17880,4421185.49
17881,4463603.39
17882,4807474.08
17883,4963207.65
17884,4373756.69
17885,4564922.7
17886,4258731.47
17887,4694481.3
17888,4201487.49
17889,4189821.65
17890,5075123.61
17891,5662088.42
17892,7503702.21
17893,4259143.38
17894,4038149.59
17895,3717501.6
17896,5581583.99
17897,4204334.78
17898,5218614.05
17899,4619925.12
17900,5873693.46
17901,3711770.85
17902,4693618.18
17903,5822958.36
17904,3438962.15
17905,5526890.94
17906,3831231.27
17907,3653107.39
17908,3288967.32
17909,6617163.2
17910,5080875.48
17911,3801060.54
17912,3123897.85
17913,3408851.18
17914,5715589.47
17915,2087828.1
17916,5007423.98
17917,5552936.93
17918,7686312.22
17919,3916979.7
17920,4402489.03
17921,5071518.28
17922,3746573.49
17923,4470781.51
17924,4197711.24
17925,5237678.98
17926,4423911.69
17927,5094789.63
17928,4191867.52
17929,3358608.91
17930,3506321.05
17931,5684646.79
17932,5622787.06
17933,5753992.95
17934,6024556.52
17935,3439140.99
17936,7027355.99
17937,5601578.33
17938,6441099.66
17939,4507314.66
17940,4125223.23
17941,4976196.82
17942,3875974.3
17943,4817395.98
17944,4287763.96
17945,4645309.75
17946,8845929.83
17947,7394137.82
17948,3677118.96
17949,4839390.2
17950,4532055.94
17951,3455930.72
17952,6338675.43
17953,3378377.77
17954,5032031.76
17955,4667586.91
17956,6283238.76
17957,3696402.64
17958,7358439.27
17959,4773252.63
17960,4082558.29
17961,4311826.17
17962,3967457.36
17963,4459941.67
17964,4744701.91
17965,8710487.09
17966,4113873.19
17967,4633731.08
17968,2897502.06
17969,5389938.46
17970,4420468.83
17971,4815889.77
17972,3530440.51
17973,3813108.83
17974,5043251.99
17975,3459778.02
17976,5844458.05
17977,4915300.34
17978,3669884.24
17979,4817868.82
17980,4995372.37
17981,4657481.03
17982,7602686.83
17983,7651765.69
17984,3491354.86
17985,4203414.45
17986,3690630.16
17987,4339280.49
17988,3788799.33
17989,3495187.91
17990,2570010.98
17991,4402512.15
17992,4860437.44
17993,4198938.46
17994,4158315.44
17995,4541947.25
17996,3451732.09
17997,4859146.33
17998,6207843.05
17999,5779514.0
18000,3815222.79
18001,4118283.43
18002,4673739.26
18003,3159077.26
18004,2638920.31
18005,6105127.19
18006,2719365.95
18007,4992132.37
18008,4807838.88
18009,5261210.98
18010,4569172.83
18011,5356560.82
18012,3825504.33
18013,7643955.77
18014,5773875.51
18015,4347762.97
18016,4772405.03
18017,4459034.92
18018,10301197.67
18019,8677426.64
18020,2756928.7
18021,5629601.32
18022,8034344.9
18023,3597133.25
18024,4341415.75
18025,4659258.06
18026,3405855.29
18027,6061551.85
18028,3577580.35
18029,4034098.75
18030,4376478.14
18031,5161288.55
18032,2699983.3
18033,5465775.52
18034,3634996.28
18035,3396407.69
18036,4399263.02
18037,4630036.14
18038,4425279.65
18039,3165068.79
18040,5266273.2
18041,7596669.38
18042,2670889.0
18043,5379811.38
18044,2071415.31
18045,6091630.88
18046,4123529.01
18047,5733404.15
18048,4557569.24
18049,2980362.46
18050,5997708.87
18051,5148713.13
18052,4518121.72
18053,5715477.54
18054,2972099.64
18055,4769334.65
18056,3951236.7
18057,5510046.07
18058,3855408.86
18059,2472944.97
18060,4310092.3
18061,4392095.24
18062,4072446.26
18063,3920416.41
18064,4120711.64
18065,3487021.48
18066,6159475.81
18067,3020625.05
18068,8686715.26
18069,3895228.02
18070,7150844.77
18071,4355131.45
18072,5114875.67
18073,3055652.92
18074,4016208.55
18075,4427391.76
18076,5211831.22
18077,5557992.45
18078,4449833.41
18079,4564314.8
18080,3707360.65
18081,4835772.56
18082,7704143.59
18083,4069098.77
18084,2126215.03
18085,9640514.3
18086,7757876.15
18087,5713018.36
18088,4445238.82
18089,4343941.62
18090,3517944.41
18091,2464197.99
18092,3437200.95
18093,3273693.34
18094,4565018.3
18095,5800263.21
18096,3892237.13
18097,3896532.38
18098,4814951.46
18099,5597946.25
18100,3907377.66
18101,4747957.42
18102,4314892.92
18103,6113774.71
18104,6588282.18
18105,2256786.42
18106,5367725.53
18107,5428147.11
18108,4224196.72
18109,7365542.77
18110,2933084.66
18111,9002873.97
18112,3589801.17
18113,5851052.62
18114,4317270.27
18115,4516159.36
18116,5295990.46
18117,7174207.34
18118,5870469.08
18119,4568722.04
18120,4946453.93
18121,3659535.51
18122,4153434.6
18123,2361838.35
18124,5255952.7
18125,3899224.58
18126,4635342.06
18127,2138868.89
18128,4435619.7
18129,2880692.68
18130,2943771.35
18131,3622074.28
18132,4163901.21
18133,5790292.33
18134,5874718.98
18135,6059634.43
18136,4282030.25
18137,4599786.12
18138,3966693.49
18139,4682123.87
18140,4958759.92
18141,5084126.98
18142,4619492.33
18143,3273077.5
18144,2186658.65
18145,4524722.82
18146,5233515.45
18147,2420138.18
18148,4891532.42
18149,3661462.1
18150,4795572.78
18151,3664879.95
18152,4028161.06
18153,6394992.65
18154,3429587.64
18155,4526273.13
18156,2257673.45
18157,4699631.69
18158,2063042.04
18159,4600825.58
18160,5520596.73
18161,5661408.97
18162,4490072.92
18163,4879501.96
18164,7801080.13
18165,6025113.57
18166,3766362.93
18167,4552716.23
18168,4768445.29
18169,6236782.22
18170,4299488.81
18171,3534207.93
18172,8209444.73
18173,5837257.82
18174,4698586.86
18175,4998075.79
18176,2740902.2
18177,4696104.57
18178,6191942.8
18179,3628960.63
18180,5727549.87
18181,3597509.06
18182,8883605.46
18183,4735095.17
18184,5262175.67
18185,4691903.02
18186,3652321.97
18187,3716116.54
18188,5974025.79
18189,8168588.96
18190,4460317.08
18191,3920398.4
18192,4801369.46
18193,6710392.79
18194,4979547.05
18195,4502478.3
18196,4542635.26
18197,4377003.02
18198,5060028.69
18199,4252839.34
18200,4693240.76
18201,4659336.53
18202,8044808.43
18203,5747419.06
18204,4452132.27
18205,4395603.72
18206,4611409.57
18207,3572713.16
18208,4493692.11
18209,3621804.39
18210,4489434.67
18211,5488381.11
18212,6517981.12
18213,4040350.61
18214,4089885.57
18215,6345351.77
18216,7709289.45
18217,4505032.13
18218,3267405.56
18219,3798053.88
18220,5845816.7
18221,3109386.3
18222,3869338.62
18223,5284468.57
18224,5004207.43
18225,5666232.54
18226,4427644.8
18227,2767802.5
18228,3775012.96
18229,3210338.32
18230,4955841.0
18231,4037662.31
18232,5892706.5
18233,4584293.04
18234,4524583.62
18235,5126812.48
18236,5256259.83
18237,4447138.02
18238,4969957.3
18239,3869405.24
18240,4062777.36
18241,5604567.91
18242,6135863.81
18243,3529700.6
18244,4578515.94
18245,4661607.09
18246,4864786.05
18247,4997258.39
18248,4031677.92
18249,4376024.85
18250,7774015.6
18251,5158848.95
18252,3820513.41
18253,12399348.47
18254,4230976.97
18255,4652948.88
18256,5221615.92
18257,4438505.84
18258,6963588.3
18259,4430090.96
18260,6354916.09
18261,4881217.03
18262,10894528.56
18263,4311853.31
18264,5249731.41
18265,3876084.76
18266,4420537.62
18267,7443750.99
18268,3689751.65
18269,6049687.43
18270,4215943.82
18271,4319897.81
18272,3820923.11
18273,3387266.87
18274,4477528.47
18275,6490095.86
18276,5131182.06
18277,4372925.72
18278,4751541.29
18279,6498776.21
18280,4130342.77
18281,2070849.94
18282,4971692.38
18283,4863542.9
18284,2698987.72
18285,2679604.47
18286,4159105.76
18287,4237930.77
18288,2933949.5
18289,3234939.54
18290,3946862.87
18291,4318884.32
18292,6668432.61
18293,7486306.81
18294,8627699.47
18295,4462641.47
18296,5997366.82
18297,2610711.82
18298,4236728.53
18299,5628901.92
18300,3928644.17
18301,4742013.37
18302,4100474.87
18303,9091479.77
18304,3594300.24
18305,3989523.3
18306,5319689.2
18307,6363678.51
18308,3938560.2
18309,3521053.02
18310,11012052.27
18311,3648246.83
18312,3073229.09
18313,11535019.52
18314,4790234.42
18315,5031108.75
18316,5136851.26
18317,4019656.05
18318,4721364.89
18319,4855668.06
18320,3841952.96
18321,2669969.82
18322,3772778.29
18323,4832920.77
18324,5186703.82
18325,8382419.49
18326,5715676.04
18327,7151980.88
18328,7837641.44
18329,5223449.62
18330,5281538.51
18331,3508060.36
18332,3773636.63
18333,4905936.79
18334,4968874.39
18335,5982904.49
18336,5453858.1
18337,7182353.09
18338,4109704.0
18339,5444359.56
18340,4406439.87
18341,4307039.47
18342,4599463.1
18343,6743421.86
18344,3514252.18
18345,3011171.14
18346,3846319.28
18347,4031019.88
18348,5878611.28
18349,4223992.62
18350,3069394.11
18351,4307939.99
18352,5231619.19
18353,2303122.89
18354,6313186.95
18355,4346362.4
18356,4653217.34
18357,3966339.55
18358,4832067.86
18359,6242853.38
18360,3232995.63
18361,3961264.92
18362,4512129.92
18363,3863336.33
18364,7324202.65
18365,5496337.23
18366,4981299.0
18367,8412242.67
18368,4578356.79
18369,5847183.78
18370,5346428.85
18371,4061089.01
18372,3484362.49
18373,10098689.31
18374,6147866.44
18375,3353229.4
18376,6402738.17
18377,8469877.69
18378,4222629.78
18379,2099974.55
18380,3358670.77
18381,5170251.87
18382,2477246.87
18383,9014515.77
18384,3431313.16
18385,4949906.19
18386,4980748.15
18387,3722023.49
18388,4570074.18
18389,3496701.55
18390,5316931.59
18391,3321781.03
18392,7859347.82
18393,8657266.37
18394,4558783.9
18395,5682294.42
18396,4914321.44
18397,4801251.88
18398,3151129.93
18399,4912078.64
18400,4394192.36
18401,4562000.76
18402,9237971.22
18403,4502341.61
18404,4001607.59
18405,3273725.12
18406,8868209.38
18407,4494092.18
18408,4290051.91
18409,10443360.55
18410,3778619.64
18411,4764558.8
18412,5840137.69
18413,4580814.57
18414,4502475.99
18415,3817252.26
18416,5666244.83
18417,4682292.98
18418,5042390.82
18419,6219996.54
18420,7358472.73
18421,4344731.38
18422,6481908.95
18423,4021882.83
18424,4592437.61
18425,4206267.14
18426,5832734.69
18427,4839405.98
18428,4165433.15
18429,5684852.52
18430,5544295.7
18431,4625056.61
18432,3598798.91
18433,3841877.12
18434,5530134.39
18435,5171902.86
18436,5476925.48
18437,4818280.89
18438,5444438.12
18439,6989256.93
18440,5031990.12
18441,4298285.63
18442,3878707.88
18443,6123728.89
18444,2332690.49
18445,4734417.05
18446,5311445.06
18447,4369679.72
18448,6553581.18
18449,4111033.61
18450,2599285.99
18451,9285808.86
18452,5043913.31
18453,6303653.85
18454,6793322.28
18455,5477572.97
18456,4509601.4
18457,5494459.15
18458,3842436.77
18459,4741515.12
18460,3775673.11
18461,7417648.07
18462,4388299.91
18463,2163260.05
18464,5184621.46
18465,3898750.64
18466,4739967.74
18467,4224053.5
18468,5807339.58
18469,6170888.39
18470,8642212.82
18471,5869415.71
18472,3060530.74
18473,6266651.18
18474,6697560.05
18475,4065420.92
18476,3634708.73
18477,4432135.27
18478,4291131.27
18479,5099588.36
18480,4190243.38
18481,4173913.94
18482,4415616.4
18483,5834474.3
18484,3606309.13
18485,5202582.0
18486,2643907.3
18487,4924353.73
18488,4085642.73
18489,6786516.33
18490,4756524.61
18491,2027808.11
18492,4778160.66
18493,5861866.9
18494,4654188.27
18495,4269476.55
18496,4227718.51
18497,2346175.75
18498,5098395.23
18499,7716123.59
18500,9231327.24
18501,5724135.6
18502,4576751.44
18503,4665649.77
18504,2098653.28
18505,8234757.49
18506,4551907.75
18507,3755232.74
18508,4019152.37
18509,5133418.2
18510,5087855.36
18511,3126726.66
18512,3856391.5
18513,5149035.76
18514,5122710.0
18515,4369991.04
18516,5496877.55
18517,8941970.16
18518,5551446.26
18519,3472699.3
18520,5392400.1
18521,2633720.07
18522,7055504.6
18523,4204557.39
18524,2168296.33
18525,4940478.17
18526,3923669.29
18527,4224369.06
18528,4776655.72
18529,5019063.84
18530,4987133.4
18531,7144084.49
18532,10302825.51
18533,4432155.1
18534,4642196.76
18535,2951857.59
18536,7459765.93
18537,5197208.17
18538,3830916.72
18539,5849229.88
18540,4537108.24
18541,4993324.79
18542,6755931.18
18543,3991067.69
18544,4337048.8
18545,4270963.13
18546,5013117.21
18547,4813576.54
18548,5522587.05
18549,4380669.15
18550,6483152.74
18551,2021927.82
18552,4398419.85
18553,4648749.85
18554,4356001.06
18555,6045935.72
18556,4384534.25
18557,3617009.95
18558,3767205.5
18559,5167510.1
18560,5018990.01
18561,8793331.32
18562,8761693.7
18563,3570030.28
18564,3757876.78
18565,7438461.28
18566,2814626.05
18567,7832423.06
18568,4186998.15
18569,4362074.19
18570,8242229.52
18571,4500382.21
18572,5817687.77
18573,2764223.76
18574,3636288.32
18575,4877856.57
18576,2882208.85
18577,5078457.14
18578,5859561.3
18579,3504299.22
18580,5763181.41
18581,5154149.08
18582,8916771.85
18583,4515939.94
18584,3849354.78
18585,5280182.89
18586,6055402.24
18587,4755025.82
18588,3386721.91
18589,4544645.55
18590,4720189.0
18591,5180897.27
18592,3736730.38
18593,4260157.54
18594,3917804.27
18595,3499172.94
18596,4759378.8
18597,4113053.54
18598,6255422.76
18599,5013892.48
18600,4961447.63
18601,3422943.62
18602,3465745.53
18603,7175800.56
18604,5851863.01
18605,5348505.49
18606,4987582.16
18607,5548157.73
18608,4487709.73
18609,4819090.08
18610,3102197.22
18611,3533227.18
18612,4205080.37
18613,3691138.23
18614,5079585.13
18615,4645054.44
18616,4138303.19
18617,5915723.07
18618,10650882.07
18619,4226160.1
18620,3660593.97
18621,4420468.83
18622,5464446.57
18623,8663426.7
18624,6272749.25
18625,5253738.33
18626,4900717.69
18627,5237662.05
18628,4718339.56
18629,5906954.21
18630,4729684.02
18631,8961257.92
18632,10823641.29
18633,5488665.96
18634,8900155.95
18635,5688938.1
18636,5233761.73
18637,4673009.38
18638,4874088.73
18639,2622903.01
18640,4944405.9
18641,3483472.32
18642,6784436.87
18643,4575548.29
18644,3902773.14
18645,4555046.69
18646,4713858.45
18647,8042803.79
18648,4812282.32
18649,3965190.29
18650,4276845.19
18651,9034817.94
18652,4793672.53
18653,4883083.81
18654,4057945.08
18655,4787296.74
18656,3834396.66
18657,3888425.29
18658,4988065.26
18659,3292727.12
18660,3152791.34
18661,4584670.47
18662,5601970.88
18663,3643980.49
18664,6308048.16
18665,7851132.99
18666,4151376.01
18667,3880783.2
18668,7254609.19
18669,4519173.53
18670,4536314.99
18671,3911554.86
18672,4246938.65
18673,5131783.95
18674,3171945.59
18675,4988831.23
18676,4452180.21
18677,6488964.99
18678,7066741.13
18679,4227873.06
18680,4677099.06
18681,4300948.33
18682,2347567.52
18683,4253458.99
18684,3302199.88
18685,5002968.97
18686,3883292.59
18687,4538193.04
18688,3644271.53
18689,4473938.35
18690,5360374.26
18691,3823133.85
18692,3175967.55
18693,4845266.43
18694,3997026.11
18695,4619996.67
18696,3226596.93
18697,7780081.02
18698,4164118.22
18699,3466766.34
18700,4654591.06
18701,5663422.23
18702,3968072.05
18703,4920219.32
18704,4547633.81
18705,3959331.67
18706,4534497.02
18707,2632710.96
18708,3250039.74
18709,3479841.67
18710,3954088.42
18711,3521217.29
18712,4487764.54
18713,5214395.89
18714,5469900.98
18715,8323795.26
18716,4528502.85
18717,3688936.82
18718,3966767.77
18719,4095405.33
18720,6377550.85
18721,3556637.94
18722,4585619.65
18723,3908534.77
18724,5375941.48
18725,4623983.91
18726,4742140.05
18727,6056835.17
18728,5013622.56
18729,4779847.37
18730,4128408.07
18731,6109191.86
18732,3813313.36
18733,7520309.23
18734,6366175.14
18735,2584614.57
18736,4235603.04
18737,5409506.53
18738,4079746.49
18739,3667975.56
18740,4577374.26
18741,3665557.45
18742,5743314.19
18743,4886069.34
18744,4894087.58
18745,5026245.38
18746,3656704.23
18747,4641074.1
18748,7723249.89
18749,4061465.47
18750,8392305.84
18751,4342237.76
18752,4523886.83
18753,4658551.45
18754,4496933.48
18755,4657701.56
18756,6057137.68
18757,3486804.27
18758,3981503.78
18759,4501588.13
18760,4803752.25
18761,4000406.46
18762,4536193.47
18763,4805163.04
18764,5499739.63
18765,3423945.16
18766,4223689.93
18767,4945869.65
18768,2001855.83
18769,4762084.63
18770,4538393.35
18771,4372379.68
18772,4283839.45
18773,4172856.94
18774,8918053.52
18775,5106545.09
18776,4507731.28
18777,4458206.47
18778,5450152.12
18779,4401425.65
18780,4179949.78
18781,7911206.22
18782,8077789.18
18783,9234851.44
18784,5773621.3
18785,4963026.93
18786,4258498.63
18787,3695908.9
18788,3288999.86
18789,4122221.57
18790,5962466.78
18791,5193362.33
18792,4071100.25
18793,7100817.53
18794,4480781.71
18795,4764148.32
18796,6070356.14
18797,3951067.3
18798,4440962.15
18799,3350522.16
18800,5253329.41
18801,5541984.87
18802,2772847.93
18803,3974353.45
18804,7436576.67
18805,4752303.13
18806,4364462.8
18807,3931260.82
18808,4957021.99
18809,10834324.55
18810,3893132.56
18811,5599520.22
18812,4425877.12
18813,3403562.03
18814,3665656.49
18815,6853346.35
18816,8059134.21
18817,7265999.26
18818,4798414.49
18819,5577361.92
18820,3830309.95
18821,2232780.25
18822,4877163.1
18823,2654318.69
18824,6620188.99
18825,3798997.06
18826,5409221.83
18827,4524818.36
18828,4195679.56
18829,3894644.29
18830,4551014.8
18831,6818132.62
18832,3770135.36
18833,2029406.63
18834,5825971.94
18835,4636155.03
18836,5067539.55
18837,5301220.33
18838,5938569.41
18839,4952359.66
18840,3986831.49
18841,4037123.32
18842,3526011.73
18843,4173616.68
18844,5162743.78
18845,3237722.76
18846,5606122.51
18847,3514237.05
18848,2546321.37
18849,4094953.84
18850,4312439.81
18851,4153170.24
18852,3903433.11
18853,4893790.79
18854,4632329.25
18855,4777653.84
18856,4533236.1
18857,4109108.05
18858,4161200.15
18859,5579460.74
18860,3143866.19
18861,5783288.5
18862,3439855.29
18863,6770833.72
18864,4992369.6
18865,5161739.89
18866,4327137.38
18867,5070973.77
18868,4139729.53
18869,5802678.47
18870,4582387.77
18871,2974358.66
18872,4285059.99
18873,3929676.72
18874,4769208.29
18875,7449525.59
18876,4672702.03
18877,3089969.92
18878,4533326.59
18879,4018814.16
18880,6058853.38
18881,8026041.29
18882,7524269.99
18883,4738873.8
18884,5576773.09
18885,4581764.43
18886,4714551.89
18887,4226363.28
18888,5170272.22
18889,7040769.43
18890,6156884.93
18891,3379709.13
18892,4235090.4
18893,4009003.58
18894,4042732.65
18895,4811650.23
18896,3603423.63
18897,9316833.01
18898,3323304.91
18899,5061495.26
18900,3545630.57
18901,3647890.21
18902,5119718.83
18903,4027383.3
18904,5217699.32
18905,5336978.84
18906,3709296.86
18907,4881778.85
18908,8505681.37
18909,7177662.53
18910,4748560.56
18911,4100295.14
18912,3762709.94
18913,4121785.43
18914,7794742.45
18915,6129416.28
18916,4512781.35
18917,3364683.85
18918,4917612.59
18919,4645329.13
18920,4368354.37
18921,3315708.34
18922,5302154.23
18923,6891508.36
18924,4181240.44
18925,4370983.15
18926,4359158.99
18927,4454305.94
18928,3937991.4
18929,4113435.94
18930,6052746.05
18931,3673779.28
18932,3745300.1
18933,4880176.45
18934,5344375.91
18935,7046884.51
18936,2150111.87
18937,6797177.59
18938,8234104.72
18939,6157519.31
18940,10745740.18
18941,7906899.06
18942,4279780.06
18943,4394576.75
18944,6323586.97
18945,8491193.79
18946,3955491.13
18947,6929995.32
18948,4197746.37
18949,8135262.77
18950,4278450.66
18951,4823048.15
18952,3183256.4
18953,4691403.17
18954,7052596.8
18955,4712729.45
18956,7165666.57
18957,2803000.65
18958,5673760.28
18959,5181101.24
18960,3434021.65
18961,3999303.99
18962,4329630.14
18963,3723870.11
18964,4248425.74
18965,3862935.43
18966,2184861.24
18967,4832272.95
18968,3618466.26
